severity,category,path,issue,evidence,recommendation
P0,API reference,/api-reference/openapi.json,"Public OpenAPI spec is Mintlify Plant Store sample, not Oviond.","Found title='OpenAPI Plant Store', server='http://sandbox.mintlify.com', /plants paths.",Replace with the real Oviond OpenAPI JSON or remove/hide the endpoint before launch.
P1,API completeness,/api/clients/count-clients,API endpoint doc is missing standard reference elements.,"Missing: method, path, request; words=29","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/clients/create-client,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=25","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/clients/delete-client,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=31","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/clients/get-client,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=27","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/clients/list-all-clients,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=30","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/clients/list-client-integrations,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=28","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/clients/list-clients,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=28","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/clients/move-client-folder,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=30","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/clients/refresh-screenshot,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=45","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/clients/update-client,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=24","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P1,API completeness,/api/company/get-company,API endpoint doc is missing standard reference elements.,"Missing: method, path, request; words=29","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/company/update-company,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=25","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/custom-data/create-custom-data,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=29","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/custom-data/delete-custom-data,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=26","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/custom-data/duplicate-custom-data,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=26","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/custom-data/get-custom-data,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=32","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P1,API completeness,/api/custom-data/list-custom-data,API endpoint doc is missing standard reference elements.,"Missing: method, path, request; words=33","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/custom-data/update-custom-data,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=26","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/data/fetch-resource-data,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=34","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/data/list-integration-accounts,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=32","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/data/query-data,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=31","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/data/test-connection,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=31","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/email/add-email-domain,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=30","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/email/add-email-sender,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=30","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/email/delete-email-domain,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=32","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P1,API completeness,/api/email/delete-smtp-config,API endpoint doc is missing standard reference elements.,"Missing: method, path, request; words=29","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P1,API completeness,/api/email/get-email-setup,API endpoint doc is missing standard reference elements.,"Missing: method, path, request; words=31","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/email/list-email-logs,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=26","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/email/queue-emails,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=41","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/email/send-email,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=27","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/email/test-smtp,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=30","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/email/update-email-setup,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=27","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/email/update-smtp-config,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=29","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/email/verify-email-domain,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=30","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/folders/create-folder,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=26","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/folders/delete-folder,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=31","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P1,API completeness,/api/folders/list-folders,API endpoint doc is missing standard reference elements.,"Missing: method, path, request; words=30","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/folders/update-folder,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=25","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P1,API completeness,/api/health/health-check,API endpoint doc is missing standard reference elements.,"Missing: method, path, request; words=22","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/integrations/delete-integration,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=27","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/integrations/delete-profile,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=26","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/integrations/link-datasource,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=26","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P1,API completeness,/api/integrations/list-all-profiles,API endpoint doc is missing standard reference elements.,"Missing: method, path, request; words=30","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/integrations/list-integration-profiles,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=29","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P1,API completeness,/api/integrations/list-integrations,API endpoint doc is missing standard reference elements.,"Missing: method, path, request; words=31","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/integrations/rename-integration,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=27","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/integrations/rename-profile,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=26","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/integrations/test-auth-connection,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=30","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/integrations/unlink-datasource,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=26","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/integrations/update-client-integrations,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=32","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/media/bulk-delete-media,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=27","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/media/create-media-folder,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=27","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/media/delete-media,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=35","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/media/delete-media-folder,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=34","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/media/group-media,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=28","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/media/list-media,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=30","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P1,API completeness,/api/media/list-media-folders,API endpoint doc is missing standard reference elements.,"Missing: method, path, request; words=30","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/media/rename-media-folder,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=26","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/media/update-media,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=26","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/pages/create-page,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=28","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/pages/delete-page,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=24","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/pages/list-pages,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=28","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/pages/update-page,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=24","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/pdf/generate-pdf,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=28","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/pdf/get-pdf-status,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=30","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/projects/bulk-delete-projects,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=28","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/projects/create-project,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=25","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/projects/delete-pdf-notification,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=29","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/projects/delete-project,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=28","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/projects/duplicate-project,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=31","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/projects/get-project,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=27","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/projects/list-all-projects,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=32","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/projects/list-projects,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=32","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/projects/update-project,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=24","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/saved-metrics/create-saved-metric,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=27","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/saved-metrics/delete-saved-metric,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=26","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/saved-metrics/duplicate-saved-metric,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=26","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/saved-metrics/list-saved-metrics,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=31","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/saved-metrics/update-saved-metric,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=26","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/search/search,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=31","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/templates/create-template,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=32","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/templates/delete-template,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=24","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/templates/get-template,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=27","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/templates/list-templates,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=28","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/templates/update-template,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=24","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/themes/create-theme,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=25","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/themes/delete-theme,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=24","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/themes/get-theme,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=27","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P1,API completeness,/api/themes/list-themes,API endpoint doc is missing standard reference elements.,"Missing: method, path, request; words=28","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/themes/update-theme,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=24","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/users/change-email,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=28","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/users/delete-user,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=28","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P1,API completeness,/api/users/get-user,API endpoint doc is missing standard reference elements.,"Missing: method, path, request; words=28","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/users/invite-user,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=28","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/users/list-users,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=30","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/users/update-avatar,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=28","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/users/update-profile,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=31","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/users/update-user,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=29","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/white-label/add-domain,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=35","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/white-label/check-domain-status,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=29","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/white-label/delete-domain,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=25","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P1,API completeness,/api/white-label/list-domains,API endpoint doc is missing standard reference elements.,"Missing: method, path, request; words=29","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/widgets/bulk-delete-widgets,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=28","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/widgets/create-widgets,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=27","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/widgets/delete-widget,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=27","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/widgets/get-widget,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=27","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/widgets/list-widget-ids,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=28","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/widgets/list-widgets,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=26","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
P2,API completeness,/api/widgets/update-widget,API endpoint doc is missing standard reference elements.,"Missing: method, path; words=27","Use a consistent endpoint template: method/path, auth, params, body schema, response schema, errors, curl/JS example."
